user name,user Url,city,Contribution,review Title,review Url,Review Details,expe date
Stowtingcourt wrote a review Jan 2020,/Profile/Stowtingcourt,"Ella, Sri Lanka",27 contributions,Amazing views,/ShowUserReviews-g616035-d2664481-r739930023-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"98 Acres is a stunning hotel on a hillside above Ella, surrounded by tea plantations and benefiting from stunning views in every direction. Our room, a honeymoon suite, had windows on three sides and a view of Little Adam’s Peak and Ella Rock directly from the bed. The bathroom was a little cramped and not designed for two people at the same time, but the bath was lovely. In January, it’s chilly in the evenings and early mornings, but the room was warm and comfortable generally. The hotel is let down slightly by the restaurant which is poorly-lit, very drafty and cold when the wind blows, serves food that is acceptable but not by any means five-star, and generally lacks atmosphere. Still worth staying at, but plan on eating in Ella for lunch and dinner if you like a bit of atmosphere.",Date of stay: January 2020
NatashaDC wrote a review Jan 2020,/Profile/natashadecosta,"London, United Kingdom",2 contributions,A truly amazing hotel!,/ShowUserReviews-g616035-d2664481-r739849312-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"My husband and I stayed at 98 Acres for two nights and we had the best time. The rooms we stayed in were extremely comfortable, super spacious and the views were incredibly stunning and amazing to wake up to every morning, it felt like a dream!What made our trip even better was the service - the staff were so helpful, friendly and accommodating. We did both the ATV bike ride and zip lining, which were a lot of fun and a really great experience!I highly recommend this hotel, for all the reasons above and also for the fact that it’s in a great location, so it’s ideal for seeing and doing all sites.",Date of stay: January 2020
Praveen D wrote a review Jan 2020,/Profile/praveendias,,3 contributions,Heaven on Earth!,/ShowUserReviews-g616035-d2664481-r739841714-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"98 Acres is truly a world class experience. Spread over the beautiful isolated hills of Ella, 98 Acres should always be your first choice of hotel when planning a trip to this sought after part of Sri Lanka The rooms are designed to give you timeless views of Ella and beyond. The service is fantastic, we were fortunate to have our own butler who really made our stay that much more special. Having travelled most my life, I can safely say that 98 Acres is one of my favourite luxury hotels. Words and photos do not do this place justice, there is only one way to experience it.. you won't regret it.",Date of stay: January 2020
BenhamParty wrote a review Jan 2020,/Profile/BenhamParty,"Wokingham, United Kingdom",193 contributions,Spectacular views and location,/ShowUserReviews-g616035-d2664481-r739774015-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"98 Acres is perfectly located for leisurely walks to both Little Adams Peak and the 9 Arch Railway bridge, both are well signposted from the hotel so you do not need a guide. Worth checking the train time table with reception if you want to see the train actually crossing the bridge. It is also within 2-3 minutes walking distance of the Newburgh Tea Factory which offers guided tours and tea tasting tours at the factory, again check they are open as the close for the numerous religious festivals and holidays that Sri Lanka has. Our room was large, clean and spacious and offered fantastic views of the landscape and valley (probably the best in Ella). Despite all of my positive comments, I have not given the resort a 5 star rating for two reasons. Firstly, the swimming pool was freezing I only saw 1 person brave it. Secondly, for a 5 star hotel I thought the breakfast was not as good as other 5 star hotels I have stayed at, in fact all of the 3 and 4 star hotels we stayed at during our tour and holiday offered better choice and quality food. Despite my niggles I would not hesitate in staying their again.",Date of stay: January 2020
SecretEater22 wrote a review Jan 2020,/Profile/SecretEater22,"Reading, United Kingdom",26 contributions,Wish we had more time here! ,/ShowUserReviews-g616035-d2664481-r739757105-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We tried booking through booking.com and it was fully booked but managed to get a suite room through their main website. We had high expectations as a friend of mine had stayed here and we weren’t disappointed. Rooms were amazing, spacious, with incomparable views. The communal pool area and restaurant is also 5 star! A short tuk tuk into Ella town and the nine arch bridge as well as other attractions we didn’t have time to visit. This is well and truly in the jungle so be prepared for a lot of wildlife- a turn down service included letting down the beds mosquito net which was great for the moths! It was such a shame our first day was so cloudy, although the 2nd days weather definitely made up for it!",Date of stay: January 2020
Matt S wrote a review Jan 2020,/Profile/D1357IXmatts,"Perth, Australia",34 contributions,Luxurious Honeymoon Visit,/ShowUserReviews-g616035-d2664481-r739644075-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We loved 98 Acres. Stayed in a lovely room with an outlook to Mini Adams Peak. We used the restaurant which had nice food, laid by the pool, used the spa and gym. Rainfall shower in the bathroom is a highlight of the room. Great spot. Tuk tuk drivers charge you more when they know you are staying at 98 though!",Date of stay: January 2020
SABY wrote a review Jan 2020,/Profile/bhagyar2020,"Melbourne, Australia",21 contributions,Unforgettable Experience,/ShowUserReviews-g616035-d2664481-r739176296-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"It was an unforgettable unique experience to stay in the 98 Acres Resort.We stayed for 1 night in January 2020 but wished we had stayed another day....We climbed up Little Adam's Peak at sunset which took us about 30-40 min and took a tuk tuk ride to Nine Arches Bridge.The view from the room and the bathroom is stunning , resort has put a great effort to blend luxury with nature. When around Ella or visiting Little Adams Peak pop into the restaurant to experience the delicious cuisine/cocktail and breathtaking views",Date of stay: January 2020
Jean05123 wrote a review Jan 2020,/Profile/Jean05123,,9 contributions,Totally overrated and over sold,/ShowUserReviews-g616035-d2664481-r739114116-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We recently spent two nights at 98 acres. The room with the balcony was ok but that’s where it ends. The staff at check in were charmless, the restaurant was appealing. Dreadful service and very bad food. The buffet breakfast looked so disgusting we didn’t eat it and headed down to a local restaurant in town where we had far better food and service. I strongly advise avoiding, it is totally overrated and over hyped. Not helped by loads of tourists going through the hotel to little adam’s peak",Date of stay: January 2020
Ryan S wrote a review Jan 2020,/Profile/Ryan-Sc-1986,"Island of Malta, Malta",47 contributions,Hotel of dreams,/ShowUserReviews-g616035-d2664481-r738789542-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"This hotel has one of the most best views one could ever imagine. We are on honeymoon and they left us a very welcome note and special treat. Staff is very friendly and nice. So many activities that one could do at this hotel; zip line, bird watching, cycling, AVR, Archery, air rifle shooting, trekking, tea plantation tour, cooking class and more.  Food was out of this world the presentation and taste nothing to compare with. The nature surround us was also like a dream especially in the morning when you wake up listining to all those birds singing.",Date of stay: January 2020
Viduni W wrote a review Jan 2020,/Profile/viduniw,,1 contribution,Amazing hotel with an excellent service,/ShowUserReviews-g616035-d2664481-r738788610-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"Amazing hotel and the service was great. The suite, food, ambience was amazing. The hotel staff was exceptional, friendly and very helpful. The facilities provided were great. Really enjoyed the stay. Would highly recommend this hotel.",Date of stay: January 2020
